iter	Logloss
172	0.6347373979
173	0.6346967858
174	0.6346419812
175	0.6345977905
176	0.634549573
177	0.634520774
178	0.6344366411
179	0.63439557
180	0.6343388844
181	0.6342942879
182	0.6342648349
183	0.6342261501
184	0.6342107541
185	0.6341574189
186	0.6340857791
187	0.6340248533
188	0.6339604644
189	0.6339313632
190	0.6338935253
191	0.6338470756
192	0.6338114076
193	0.6337483981
194	0.6337354527
195	0.633701633
196	0.6336488483
197	0.6336254637
198	0.6335594448
199	0.6335123495
200	0.6334800918
201	0.6334268643
202	0.6333637757
203	0.633319255
204	0.6332980292
205	0.6332659391
206	0.6332187906
207	0.6331780873
208	0.6331588771
209	0.6331075089
210	0.6330807481
211	0.6330509361
212	0.6329942813
213	0.6329406738
214	0.6329013838
215	0.6328651399
216	0.6328420166
217	0.6327900046
218	0.6327545481
219	0.6327068204
220	0.6326385715
221	0.632568496
222	0.6325400697
223	0.63248354
224	0.6324435637
225	0.6323892503
226	0.6323714216
227	0.6323374457
228	0.6323043676
229	0.6322864323
230	0.6322147566
231	0.6321516266
232	0.6320847522
233	0.6320117569
234	0.6319833392
235	0.6319650378
236	0.6319441455
237	0.6319030668
238	0.6318697873
239	0.6318036948
240	0.6317451221
241	0.6317178187
242	0.631672626
243	0.6316547392
244	0.6316204377
245	0.6315641201
246	0.6315379666
247	0.6315122956
248	0.6314919389
249	0.6314488642
250	0.6314248942
251	0.6313711232
252	0.6313063287
253	0.6312609085
254	0.6311960324
255	0.6311781891
256	0.631153119
257	0.6311205136
258	0.6310653657
259	0.6310284625
260	0.6309880726
261	0.6309413634
262	0.6309083138
263	0.6308862026
264	0.630818798
265	0.6307632042
266	0.6307080833
267	0.6306714679
268	0.630636846
269	0.6305847368
270	0.6305394436
271	0.6304925637
272	0.6304574081
273	0.6304312751
274	0.6303939009
275	0.6303369997
276	0.630291272
277	0.6302726058
278	0.6302553871
279	0.6302109893
280	0.6301979282
281	0.6301457313
282	0.6301038533
283	0.6300566286
284	0.6300032096
285	0.6299615178
286	0.6299296373
287	0.629882143
288	0.6298163908
289	0.6297842024
290	0.6297523834
291	0.6297349879
292	0.6296799551
293	0.6296521545
294	0.6296038455
295	0.6295373053
296	0.6294702992
297	0.6294213782
298	0.6293785203
299	0.6293267017
300	0.6292787317
301	0.6292422036
302	0.6292000977
303	0.6291688931
304	0.6291162298
305	0.6290560252
306	0.6290399533
307	0.6290002511
308	0.6289564738
309	0.6289285697
310	0.6288985026
311	0.6288495224
312	0.6287779415
313	0.6287541424
314	0.6287260121
315	0.6286836496
316	0.6286634979
317	0.6286106515
318	0.6285501138
319	0.6285263347
320	0.6284841663
321	0.6284527684
322	0.6284171521
323	0.6283984781
324	0.6283750727
325	0.6283509735
326	0.6283325439
327	0.6282920038
328	0.6282506165
329	0.6282242023
330	0.6282116638
331	0.6281797991
332	0.6281377652
333	0.6281141471
334	0.6280966874
335	0.628035221
336	0.6280069275
337	0.6279496723
338	0.6279300475
339	0.6279058725
340	0.6278729402
341	0.6278035744
342	0.6277873502
343	0.6277373707
344	0.6277250472
345	0.627697817
346	0.6276764275
347	0.6276550034
348	0.6276379356
349	0.6276085503
350	0.6275640583
351	0.6275401596
352	0.6274981075
353	0.627466797
354	0.6274415161
355	0.6273984396
356	0.6273777149
357	0.6273539461
358	0.6273279773
359	0.6272896217
360	0.6272703607
361	0.6272487428
362	0.6272202453
363	0.6271473788
364	0.6271110416
365	0.6270792567
366	0.6270527687
367	0.6270142787
368	0.6269690115
369	0.6269372587
370	0.6269056839
371	0.6268848071
372	0.6268479563
373	0.626826261
374	0.6267864036
375	0.6267631623
376	0.62673844
377	0.6267089355
378	0.626692885
379	0.6266514098
380	0.6266059847
381	0.6265658334
382	0.6265522154
383	0.6264848415
384	0.6264403254
385	0.6264019111
386	0.6263470848
387	0.6263170166
388	0.6262498195
389	0.6262058774
390	0.6261598134
391	0.6261438957
392	0.6260939196
393	0.6260753845
394	0.6260304145
395	0.6259928401
396	0.625972291
397	0.6259585374
398	0.6259255057
399	0.6259104146
400	0.6258816056
401	0.6258464216
402	0.6258051864
403	0.6257794941
404	0.625736156
405	0.6257167941
406	0.6257056886
407	0.6256750112
408	0.6256227758
409	0.6255929872
410	0.6255533713
411	0.6255363412
412	0.6254831241
413	0.6254303409
414	0.6253998174
415	0.6253555997
416	0.6253399611
417	0.6252947659
418	0.6252665038
419	0.6252144309
420	0.6251762325
421	0.6251275839
422	0.6250704781
423	0.6250321551
424	0.6250130639
425	0.6249779197
426	0.6249339523
427	0.62486171
428	0.6248339242
429	0.6247757996
430	0.6247282681
431	0.6246943832
432	0.6246711944
433	0.6246330817
434	0.6245905748
435	0.6245621042
436	0.6245459934
437	0.624528176
438	0.6244940833
439	0.6244697109
440	0.6244631386
441	0.6244264147
442	0.6243965027
443	0.6243606178
444	0.6243341273
445	0.624318267
446	0.6242895545
447	0.6242412444
448	0.6242045813
449	0.6241725557
450	0.6241460411
451	0.6241172763
452	0.6240718391
453	0.6240494062
454	0.62402648
455	0.623994589
456	0.6239612773
457	0.6239166111
458	0.6238963284
459	0.6238879742
460	0.6238564503
461	0.6238164195
462	0.6237998084
463	0.6237604648
464	0.6237377138
465	0.6236740857
466	0.6236427412
467	0.6236034389
468	0.623556188
469	0.6235247898
470	0.6234889089
471	0.6234656328
472	0.6234324153
473	0.6233903173
474	0.623368059
475	0.6233360363
476	0.6233031237
477	0.6232826441
478	0.6232420617
479	0.6232041718
480	0.6231761143
481	0.6231493323
482	0.6231120181
483	0.6230758865
484	0.6230557939
485	0.6230272172
486	0.6229603809
487	0.6229319293
488	0.6228999636
489	0.6228556722
490	0.6228186207
491	0.6227820408
492	0.6227390233
493	0.622697749
494	0.6226635582
495	0.622650853
496	0.6226155777
497	0.6225840413
498	0.6225471765
499	0.6225173693
500	0.6224891844
501	0.6224414851
502	0.6224261491
503	0.6224080196
504	0.6223814116
505	0.6223412884
506	0.6223094696
507	0.6222465429
508	0.6222014719
509	0.6221771699
510	0.6221358441
511	0.6220993478
512	0.6220733344
513	0.6220424704
514	0.6219910971
515	0.6219782172
516	0.621953291
517	0.6219126295
518	0.6218981767
519	0.6218537293
520	0.6218241241
521	0.6217751554
522	0.6217330865
523	0.6216666853
524	0.6216355058
525	0.6216078601
526	0.6215718635
527	0.6215321656
528	0.6215161451
529	0.6214925488
530	0.6214579424
531	0.6214134837
532	0.6213808112
533	0.6213476872
534	0.6213093828
535	0.6212847534
536	0.6212545415
537	0.6212336969
538	0.6212054343
539	0.6211812906
540	0.6211604861
541	0.6211169946
542	0.621081039
543	0.6210448366
544	0.6210229491
545	0.6209770553
546	0.6209467366
547	0.6209104624
548	0.6208739247
549	0.6208548281
550	0.6208209529
551	0.6207933678
552	0.6207495688
553	0.6207232127
554	0.6206707425
555	0.6206379811
556	0.620596495
557	0.6205372565
558	0.6204962475
559	0.6204673137
560	0.6204219728
561	0.6203896721
562	0.620339234
563	0.6203174586
564	0.6202798612
565	0.6202691368
566	0.6202309258
567	0.6202024946
568	0.6201686198
569	0.620143682
570	0.620118275
571	0.6200905551
572	0.6200496073
573	0.6200230304
574	0.6199925987
575	0.6199366872
576	0.6198843959
577	0.6198569889
578	0.6198195061
579	0.6197775279
580	0.6197571598
581	0.6197382516
582	0.6197057868
583	0.6196787511
584	0.6196346215
585	0.6196209938
586	0.6195961327
587	0.6195476732
588	0.6195048699
589	0.6194799739
590	0.6194392382
591	0.6194184852
592	0.6193781766
593	0.6193466084
594	0.6193119552
595	0.6192787419
596	0.6192595504
597	0.61919723
598	0.6191744583
599	0.619129674
600	0.6191067887
601	0.6190840197
602	0.6190668596
603	0.61903359
604	0.6189776564
605	0.6189640549
606	0.6189308112
607	0.6189040672
608	0.6188728814
609	0.6188341831
610	0.6187894762
611	0.618760376
612	0.6187300957
613	0.6186986099
614	0.6186545756
615	0.6186282348
616	0.6186081066
617	0.6185456555
618	0.6185080798
619	0.6184788268
620	0.6184547759
621	0.6183998408
622	0.6183623363
623	0.6183350488
624	0.6183237029
625	0.6183077116
626	0.6182963211
627	0.6182703863
628	0.6182519203
629	0.618237727
630	0.618208357
631	0.6181927362
632	0.6181661595
633	0.6181503306
634	0.6181110741
635	0.618083556
636	0.6180475332
637	0.6180114088
638	0.6179727344
639	0.6179520276
640	0.6179235212
641	0.6178990556
642	0.6178365151
643	0.6177919651
644	0.6177617432
645	0.617742
646	0.6176970746
647	0.6176630273
648	0.6176298985
649	0.6176073027
650	0.6175763523
651	0.6175112478
652	0.617486164
653	0.6174525704
654	0.6174127544
655	0.6173781315
656	0.6173365122
657	0.61730338
658	0.6172755806
659	0.6172590531
660	0.6172398951
661	0.6172075197
662	0.6171890504
663	0.6171617048
664	0.6171340312
665	0.6171174409
666	0.617073166
667	0.6170629611
668	0.617036764
669	0.6169874463
670	0.6169503012
671	0.616926203
672	0.6168903587
673	0.6168678958
674	0.6168301827
675	0.6167937621
676	0.6167704936
677	0.6167277502
678	0.6166972009
679	0.6166647285
680	0.6166481367
681	0.6166225587
682	0.6165923322
683	0.6165655832
684	0.6165258873
685	0.6164887625
686	0.6164555864
687	0.6164059904
688	0.616381531
689	0.6163530399
690	0.6163344769
691	0.6163124521
692	0.6162880558
693	0.6162444377
694	0.6162289957
695	0.6162072602
696	0.6161626632
697	0.6161306045
698	0.6161168203
699	0.616085577
700	0.6160535665
701	0.6160215997
702	0.6159898277
703	0.615968672
704	0.6159418368
705	0.6159271187
706	0.6158830694
707	0.6158566377
708	0.6158237919
709	0.615783264
710	0.6157712359
711	0.6157215576
712	0.6157003605
713	0.6156742878
714	0.615634234
715	0.6156075942
716	0.6155851812
717	0.6155442055
718	0.6155220341
719	0.6154871906
720	0.6154338569
721	0.6154113536
722	0.6153749278
723	0.6153346482
724	0.6152889241
725	0.6152333996
726	0.6151959592
727	0.6151837781
728	0.615145121
729	0.6151118408
730	0.6150662306
731	0.6150277047
732	0.6149979481
733	0.6149932042
734	0.6149425656
735	0.6149180949
736	0.6149034318
737	0.6148765746
738	0.6148487793
739	0.6148310331
740	0.614805532
741	0.6147737196
742	0.6147468915
743	0.6147234865
744	0.6147015297
745	0.614686976
746	0.6146560914
747	0.6146314504
748	0.6145930097
749	0.6145467295
750	0.6145328388
751	0.6144878184
752	0.6144581764
753	0.6143938263
754	0.6143631345
755	0.6142996733
756	0.6142564542
757	0.6142268415
758	0.6142083906
759	0.6141405344
760	0.6141199361
761	0.6141052859
762	0.6140681918
763	0.6140256997
764	0.6139955475
765	0.6139671713
766	0.6139356779
767	0.6138791969
768	0.6138578893
769	0.6138345703
770	0.6137925077
771	0.6137597798
772	0.6137101507
773	0.6136680047
774	0.6136281889
775	0.6135972263
776	0.6135658071
777	0.6135512943
778	0.6135238337
779	0.6134994227
780	0.6134541239
781	0.6134303656
782	0.6134053712
783	0.613374761
784	0.6133307399
785	0.6133145405
786	0.613281421
787	0.6132651512
788	0.6132296003
789	0.6131883277
790	0.6131579828
791	0.6131333994
792	0.6131133093
793	0.6130954479
794	0.6130873902
795	0.6130784822
796	0.6130669055
797	0.6130343379
798	0.6129864931
799	0.6129571095
800	0.6129295065
801	0.6129088091
802	0.6128700915
803	0.6128619874
804	0.6128460549
805	0.6128237239
806	0.6128196931
807	0.6128040825
808	0.6127718662
809	0.6127349038
810	0.6127272836
811	0.6126937083
812	0.6126799928
813	0.6126566153
814	0.6126206082
815	0.6125777176
816	0.6125494177
817	0.6125209104
818	0.6124932315
819	0.6124757931
820	0.6124582095
821	0.6124104862
822	0.6123926435
823	0.6123761207
824	0.612340163
825	0.6123230876
826	0.612305585
827	0.6122862415
828	0.6122539109
829	0.6122374875
830	0.6122228802
831	0.6121836762
832	0.6121506025
833	0.6121147688
834	0.6120864941
835	0.6120621763
836	0.6120251776
837	0.6120041866
838	0.6119382724
839	0.6119082583
840	0.6118859525
841	0.6118389
842	0.6118110812
843	0.6117749024
844	0.6117607302
845	0.6117356644
846	0.6116997726
847	0.6116780936
848	0.6116325792
849	0.6115994221
850	0.6115533775
851	0.6115302628
852	0.611519546
853	0.6115105953
854	0.6114856561
855	0.6114593496
856	0.6114454926
857	0.6113810969
858	0.6113390719
859	0.6113253968
860	0.6113134283
861	0.6112869342
862	0.6112651771
863	0.6112418792
864	0.6112062598
865	0.6111866054
866	0.6111630907
867	0.6111203327
868	0.6111023675
869	0.611074818
870	0.6110524758
871	0.6110264466
872	0.6110026881
873	0.6109662975
874	0.6109496003
875	0.6109326242
876	0.6109029217
877	0.6108732784
878	0.6108622968
879	0.6108330179
880	0.6108023272
881	0.6107727811
882	0.6107602407
883	0.6107118513
884	0.6106864745
885	0.6106364691
886	0.6106102956
887	0.6105610527
888	0.6105227692
889	0.610483732
890	0.6104428289
891	0.6103969939
892	0.6103733245
893	0.6103329373
894	0.610297942
895	0.6102699683
896	0.6102533447
897	0.6102386555
898	0.6102172149
899	0.610194963
900	0.6101771259
901	0.6101463518
902	0.6101146497
903	0.6100710982
904	0.6100321956
905	0.6100078792
906	0.6099602374
907	0.609933578
908	0.6098987098
909	0.609874206
910	0.609852823
911	0.6098315865
912	0.6098275382
913	0.6098121261
914	0.6097702556
915	0.6097294237
916	0.6097064645
917	0.6096692727
918	0.6096360046
919	0.6096054468
920	0.6095856498
921	0.6095704032
922	0.6095362808
923	0.6095081286
924	0.6094807233
925	0.6094354969
926	0.6094149999
927	0.6093913921
928	0.6093664714
929	0.6093240509
930	0.6092772591
931	0.6092404137
932	0.6092122876
933	0.6091860304
934	0.6091450474
935	0.6091062406
936	0.6090670219
937	0.6090359525
938	0.6090056935
939	0.6089809475
940	0.6089543275
941	0.6089288144
942	0.6089220966
943	0.6089069895
944	0.6088882681
945	0.6088422833
946	0.6088050591
947	0.6087765259
948	0.6087506694
949	0.6087121833
950	0.6086954484
951	0.6086535813
952	0.6086334676
953	0.6085849556
954	0.6085682362
955	0.6085352852
956	0.6084955677
957	0.6084386176
958	0.6083995845
959	0.6083685145
960	0.6083574636
961	0.6083058848
962	0.6082789757
963	0.6082505517
964	0.6082371261
965	0.6081922887
966	0.6081750332
967	0.6081504943
968	0.6081298946
969	0.6080875267
970	0.6080498283
971	0.6080268342
972	0.6079826753
973	0.607951901
974	0.6079293153
975	0.6078966521
976	0.6078822414
977	0.607852961
978	0.6078463702
979	0.6078258532
980	0.6077778476
981	0.6077612549
982	0.607739462
983	0.6077149092
984	0.6076839081
985	0.6076470887
986	0.607616747
987	0.6075903483
988	0.6075609144
989	0.6075282518
990	0.6075097852
991	0.6074888471
992	0.6074569278
993	0.6074296166
994	0.6074094421
995	0.6073946901
996	0.6073541488
997	0.6073263741
998	0.6072988132
999	0.6072796691
